"","Source","Site_name","Site","Core","Habitat_type","Substrate","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Core_type","Method","OC_perc","N_perc","BD_reported_g_cm3"
"119","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Humified Peat",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",10.492,NA,0.185114883
"120","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Humified Peat",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",7.294,NA,0.2741214
"121","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",7.161,NA,0.290758397
"122","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",5.837,NA,0.397477092
"123","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",4.778,NA,0.348712017
"124","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",7.142,NA,0.226962022
"125","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",6.211,NA,0.277757207
"126","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Silt with Organics",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",5.771,NA,0.300725033
"127","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",4.146,NA,0.394378875
"128","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",3.92,NA,0.475986457
"129","Smeaton unpublished C-SIDE","CS ARN-20-13","Arne","ARN-20-13","Saltmarsh","Basal Silt",50.690746,-2.027412,"direct from dataset","1","UK","England",2020,0.9,0.92,"Narrow","EA",3.912,NA,0.487381951
"130","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",8.663,NA,0.340478401
"131","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",7.137,NA,0.425283229
"132","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Fibrous Peat (Silty)",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",6.065,NA,0.360291423
"133","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",3.929,NA,0.594963619
"134","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",4.136,NA,0.605545654
"135","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",4.773,NA,0.466423013
"136","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",4.014,NA,0.483880542
"137","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.209,NA,0.385940127
"138","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Silt with Organics",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",5.263,NA,0.359272832
"139","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Basal Silt",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",4.945,NA,0.40513775
"140","Smeaton unpublished C-SIDE","CS ARN-20-14","Arne","ARN-20-14","Saltmarsh","Basal Silt",50.690675,-2.0271996,"direct from dataset","1","UK","England",2020,0.9,0.92,"Narrow","EA",4.269,NA,0.382346762
"141","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Fibrous Peat (Silty)",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",7.853,NA,0.27153248
"142","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Fibrous Peat (Silty)",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.9,NA,0.267620805
"143","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",5.534,NA,0.306185816
"144","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",5.055,NA,0.374028263
"145","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",5.457,NA,0.261551697
"146","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",6.431,NA,0.24941348
"147","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",7.47,NA,0.28323921
"148","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Silt with Organics",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",5.199,NA,0.271263685
"149","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Basal Silt",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",6.03,NA,0.223326216
"150","Smeaton unpublished C-SIDE","CS ARN-20-15","Arne","ARN-20-15","Saltmarsh","Basal Silt",50.690576,-2.0269447,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",5.61,NA,0.235252227
"151","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",8.832,NA,0.283104813
"152","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",7.206,NA,0.273605031
"153","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",9.099,NA,0.267394452
"154","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",3.895,NA,0.368723099
"155","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",3.888,NA,0.428791711
"156","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",4.932,NA,0.426846484
"157","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",4.945,NA,0.404274776
"158","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.001,NA,0.375117591
"159","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",3.66,NA,0.424837595
"160","Smeaton unpublished C-SIDE","CS ARN-20-16","Arne","ARN-20-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",4.186,NA,0.475625705
"161","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0,0.02,"Narrow","EA",12.437,NA,0.266213168
"162","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.04,0.06,"Narrow","EA",6.255,NA,0.262867378
"163","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Humified Peat",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.1,0.12,"Narrow","EA",5.918,NA,0.328962657
"164","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.2,0.22,"Narrow","EA",6.068,NA,0.274390195
"165","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.3,0.32,"Narrow","EA",5.777,NA,0.418308705
"166","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Silt with Organics",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.4,0.42,"Narrow","EA",4.002,NA,0.460650994
"167","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.5,0.52,"Narrow","EA",4.234,NA,0.332124535
"168","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.6,0.62,"Narrow","EA",4.061,NA,0.353861564
"169","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.7,0.72,"Narrow","EA",3.526,NA,0.324279965
"170","Smeaton unpublished C-SIDE","CS ARN-20-17","Arne","ARN-20-17","Saltmarsh","Basal Silt",50.690369,-2.0264491,"direct from dataset","1","UK","England",2020,0.8,0.82,"Narrow","EA",2.008,NA,0.374098999
"171","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0,0.01,"Wide","EA",7.1,0.7,0.1852
"172","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.01,0.02,"Wide","EA",7.34,0.69,0.2844
"173","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.02,0.03,"Wide","EA",7.6,0.65,0.3318
"174","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.03,0.04,"Wide","EA",5.87,0.48,0.3746
"175","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.04,0.05,"Wide","EA",5.6,0.47,0.368
"176","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.05,0.06,"Wide","EA",6.61,0.58,0.3081
"177","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.06,0.07,"Wide","EA",7.3,0.56,0.2983
"178","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.07,0.08,"Wide","EA",8.08,0.64,0.3024
"179","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.08,0.09,"Wide","EA",6.26,0.52,0.2588
"180","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.09,0.1,"Wide","EA",9.8,0.8,0.2751
"181","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.1,0.11,"Wide","EA",9.68,0.66,0.3257
"182","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.11,0.12,"Wide","EA",8.14,0.64,0.2084
"183","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.12,0.13,"Wide","EA",6.71,0.55,0.2907
"184","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.13,0.14,"Wide","EA",7.48,0.53,0.3036
"185","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.14,0.15,"Wide","EA",6.44,0.46,0.3132
"186","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.15,0.16,"Wide","EA",5.98,0.51,0.2878
"187","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.16,0.17,"Wide","EA",8,0.54,0.2279
"188","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.17,0.18,"Wide","EA",7.19,0.53,0.2929
"189","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.18,0.19,"Wide","EA",5.92,0.49,0.3014
"190","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.19,0.2,"Wide","EA",6.2,0.45,0.2933
"191","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.2,0.21,"Wide","EA",4.52,0.39,0.3962
"192","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.21,0.22,"Wide","EA",4.76,0.38,0.3453
"193","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.22,0.23,"Wide","EA",4.51,0.34,0.3943
"194","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.23,0.24,"Wide","EA",4.68,NA,0.3023
"195","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.24,0.25,"Wide","EA",3.99,0.39,0.5035
"196","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.25,0.26,"Wide","EA",5.23,NA,0.4794
"197","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.26,0.27,"Wide","EA",4.91,0.31,0.3948
"198","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.27,0.28,"Wide","EA",3.81,NA,0.4068
"199","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.28,0.29,"Wide","EA",3.42,0.34,0.3636
"200","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.29,0.3,"Wide","EA",4.23,NA,0.3628
"201","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.3,0.31,"Wide","EA",4.23,0.33,0.3426
"202","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.31,0.32,"Wide","EA",3.91,NA,0.3014
"203","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.32,0.33,"Wide","EA",3.93,0.33,0.4229
"204","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.33,0.34,"Wide","EA",3.88,NA,0.3087
"205","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.34,0.35,"Wide","EA",4.24,0.4,0.338
"206","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.35,0.36,"Wide","EA",5.04,NA,0.3286
"207","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.36,0.37,"Wide","EA",5.05,0.45,0.33
"208","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.37,0.38,"Wide","EA",5.48,NA,0.326
"209","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.38,0.39,"Wide","EA",5.63,0.4,0.2896
"210","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.39,0.4,"Wide","EA",6.58,NA,0.2607
"211","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.4,0.41,"Wide","EA",6.16,0.4,0.3045
"212","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.41,0.42,"Wide","EA",5.56,NA,0.2425
"213","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.42,0.43,"Wide","EA",5.91,0.41,0.2897
"214","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.43,0.44,"Wide","EA",5.79,NA,0.291
"215","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.44,0.45,"Wide","EA",5.64,0.4,0.3217
"216","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.45,0.46,"Wide","EA",6.05,NA,0.3539
"217","Smeaton unpublished C-SIDE","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.46,0.47,"Wide","EA",6.31,0.35,0.2917
