"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"276","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.74,0.75,"EA",0.43,0.08,1.1229
"277","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.75,0.76,"EA",0.52,NA,1.021
"278","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.76,0.77,"EA",0.57,0.07,1.0915
"279","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.77,0.78,"EA",0.67,NA,1.1756
"280","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.78,0.79,"EA",0.54,0.08,1.0571
"281","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.79,0.8,"EA",0.57,NA,0.997
"282","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.8,0.81,"EA",0.59,0.08,0.9675
"283","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.81,0.82,"EA",0.57,NA,0.9281
"284","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.82,0.83,"EA",0.53,0.08,1.0907
"285","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.83,0.84,"EA",0.65,NA,1.0432
"286","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.84,0.85,"EA",0.59,0.09,1.0042
"287","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.85,0.86,"EA",0.78,NA,1.0211
"288","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.86,0.87,"EA",0.76,0.09,1.049
"289","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.87,0.88,"EA",0.81,NA,0.9505
"290","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.88,0.89,"EA",0.83,0.09,0.779
"291","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.89,0.9,"EA",0.66,NA,0.8294
"292","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.9,0.91,"EA",0.64,0.1,1.112
"293","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.91,0.92,"EA",0.88,NA,0.8053
"294","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.92,0.93,"EA",0.87,0.1,0.7917
"295","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.93,0.94,"EA",0.86,NA,0.8896
"296","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.94,0.95,"EA",0.9,0.1,1.0319
"297","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.95,0.96,"EA",0.86,NA,0.7516
"298","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.96,0.97,"EA",0.78,0.09,0.9121
"299","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.97,0.98,"EA",0.82,NA,0.7501
"300","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.98,0.99,"EA",0.85,NA,0.6459
"301","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Silty Sand",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.98,1,"EA",0.7,NA,0.7279
"302","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0,0.01,"EA",21.12,1.03,0.157883214
"303","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.01,0.02,"EA",21.51,1.22,0.275659263
"304","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.02,0.03,"EA",18.87,1.03,0.273890854
"305","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.03,0.04,"EA",15.22,1.08,0.296880173
"306","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.04,0.05,"EA",18.1,0.96,0.295819127
"307","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.05,0.06,"EA",17.64,1.11,0.348871401
"308","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.06,0.07,"EA",11.71,1.21,0.426681403
"309","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.07,0.08,"EA",10.5,1.03,0.268585626
"310","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.08,0.09,"EA",11.63,0.91,0.2944044
"311","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (roots)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.09,0.1,"EA",10.6,0.88,0.314564264
"312","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.1,0.11,"EA",7.56,0.85,0.348871401
"313","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.11,0.12,"EA",9.19,0.71,0.420315131
"314","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.12,0.13,"EA",8.87,0.76,0.329065219
"315","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.13,0.14,"EA",9.28,0.85,0.329418901
"316","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.14,0.15,"EA",7.3,0.86,0.431986631
"317","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.15,0.16,"EA",7.46,0.68,0.455683313
"318","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.16,0.17,"EA",7.54,0.59,0.278135036
"319","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.17,0.18,"EA",8.24,0.68,0.330833628
"320","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.18,0.19,"EA",8.27,0.67,0.459573813
"321","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.19,0.2,"EA",5.65,0.85,0.238522671
"322","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.2,0.21,"EA",5.36,0.56,0.355591356
"323","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.21,0.22,"EA",7.3,NA,0.442250477
"324","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.22,0.23,"EA",5.98,0.58,0.487550046
"325","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.23,0.24,"EA",4.3,NA,0.542445002
"326","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.24,0.25,"EA",4.05,0.47,0.57894143
"327","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.25,0.26,"EA",3.78,NA,0.616643913
"328","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.26,0.27,"EA",3.5,0.39,0.628983872
"329","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.27,0.28,"EA",3.86,NA,0.585541133
"330","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.28,0.29,"EA",3.62,0.43,0.635254651
"331","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.29,0.3,"EA",3.12,NA,0.626048313
"332","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.3,0.31,"EA",3.34,0.35,0.599543397
"333","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.31,0.32,"EA",3.23,NA,0.697930608
"334","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.32,0.33,"EA",3.62,0.34,0.548623824
"335","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.33,0.34,"EA",3.73,NA,0.526447973
"336","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.34,0.35,"EA",3.12,0.36,0.650010257
"337","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.35,0.36,"EA",2.73,NA,0.658144939
"338","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.36,0.37,"EA",2.56,0.3,0.618157671
"339","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.37,0.38,"EA",2.74,NA,0.620262078
"340","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Organic Silt (rootlets)",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.38,0.39,"EA",2.19,0.29,0.73353222
"341","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.39,0.4,"EA",1.86,NA,0.666781849
"342","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.4,0.41,"EA",1.97,0.22,0.665176134
"343","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.41,0.42,"EA",1.62,NA,0.906210299
"344","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.42,0.43,"EA",1.6,0.19,0.721400934
"345","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.43,0.44,"EA",2.01,NA,0.724145505
"346","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.44,0.45,"EA",1.74,0.22,0.663641154
"347","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.45,0.46,"EA",1.23,NA,0.749649501
"348","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.46,0.47,"EA",1.49,0.15,0.681258046
"349","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.47,0.48,"EA",1.4,NA,0.784862064
"350","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.48,0.49,"EA",1.2,0.17,0.794535262
"351","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.49,0.5,"EA",1.4,NA,0.764833062
"352","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.5,0.51,"EA",1.33,0.17,0.836626936
"353","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.51,0.52,"EA",1.34,NA,0.921181651
"354","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.52,0.53,"EA",1.96,0.17,0.928315413
"355","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.53,0.54,"EA",1.58,NA,0.869830586
"356","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.54,0.55,"EA",1.55,0.19,0.910507533
"357","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.55,0.56,"EA",1.61,NA,0.879302186
"358","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.56,0.57,"EA",1.71,0.17,1.019844734
"359","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.57,0.58,"EA",1.43,NA,0.993576784
"360","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.58,0.59,"EA",1.73,0.17,0.982892056
"361","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.59,0.6,"EA",1.46,NA,1.004951192
"362","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.6,0.61,"EA",1.42,0.17,1.040365353
"363","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.61,0.62,"EA",1.51,NA,0.947661809
"364","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.62,0.63,"EA",1.28,0.18,0.888741954
"365","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.63,0.64,"EA",1.29,NA,0.929761972
"366","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.64,0.65,"EA",1.35,0.17,1.109860296
"367","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.65,0.66,"EA",1.8,NA,0.854657636
"368","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.66,0.67,"EA",1.17,0.17,1.05755429
"369","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.67,0.68,"EA",1.29,NA,0.934006154
"370","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.68,0.69,"EA",1.19,0.16,1.038048737
"371","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.69,0.7,"EA",1.21,NA,0.768239018
"372","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.7,0.71,"EA",1.32,0.15,0.803069605
"373","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.71,0.72,"EA",1.11,NA,0.865876424
"374","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.72,0.73,"EA",1.03,0.15,0.635410271
"375","Smeaton et al 2022b","CS AM-2","Avon","AM-2","Saltmarsh","Basal Silt",50.302499,-3.8534851,"direct from dataset","1","UK","England",2020,0.73,0.74,"EA",1.57,0.19,0.153490486
"376","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0,0.01,"EA",9.19,0.89,0.32
"377","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.01,0.02,"EA",6.3,0.56,0.380927835
"378","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.02,0.03,"EA",7.65,0.46,0.42
"379","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.03,0.04,"EA",7.7,0.49,0.406884621
"380","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.04,0.05,"EA",8.83,0.54,0.504596808
"381","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.05,0.06,"EA",7.62,0.43,0.506983477
"382","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.06,0.07,"EA",8.31,0.35,0.536371981
"383","Smeaton et al 2022b","CS BR-10-01","Black Rock","BR-10-01","Saltmarsh","Humified Peat (Substantia Humosa)",51.598864,-2.6962289,"direct from dataset","1","UK","Wales",2019,0.07,0.08,"EA",7.54,0.45,0.491618415
