"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"134","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.36,0.37,"EA",5.27,0.4,0.313588102
"135","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.37,0.38,"EA",4.43,NA,0.360730353
"136","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.38,0.39,"EA",4.25,0.36,0.399568154
"137","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.39,0.4,"EA",5.58,NA,0.360146778
"138","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.4,0.41,"EA",5.21,0.43,0.359135248
"139","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.41,0.42,"EA",4.3,NA,0.276278206
"140","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.42,0.43,"EA",4.48,0.42,0.340588173
"141","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.43,0.44,"EA",5.88,NA,0.297859871
"142","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.44,0.45,"EA",4.89,0.45,0.423158732
"143","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.45,0.46,"EA",5.7,NA,0.351502794
"144","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.46,0.47,"EA",5.89,0.4,0.280999859
"145","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.47,0.48,"EA",6.43,NA,0.262187522
"146","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.48,0.49,"EA",5.87,0.5,0.315356511
"147","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.49,0.5,"EA",5.43,NA,0.349104831
"148","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.5,0.51,"EA",4.05,0.41,0.262035439
"149","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.51,0.52,"EA",6.64,NA,0.256857537
"150","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.52,0.53,"EA",5.03,0.53,0.226833487
"151","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.53,0.54,"EA",6.1,NA,0.261547358
"152","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.54,0.55,"EA",6.83,0.5,0.25032857
"153","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.55,0.56,"EA",5.97,NA,0.223349721
"154","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.56,0.57,"EA",5.86,0.46,0.402383462
"155","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.57,0.58,"EA",5.47,NA,0.274665417
"156","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.58,0.59,"EA",5.02,0.42,0.240050577
"157","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.59,0.6,"EA",6.11,NA,0.286496074
"158","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.6,0.61,"EA",4.77,0.46,0.293647521
"159","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.61,0.62,"EA",4.71,NA,0.43920174
"160","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.62,0.63,"EA",4.97,0.4,0.314408644
"161","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.63,0.64,"EA",4.72,NA,0.344163896
"162","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.64,0.65,"EA",4.8,0.4,0.521326661
"163","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.65,0.66,"EA",5.24,NA,0.493615689
"164","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.66,0.67,"EA",5.57,0.45,0.31479062
"165","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.67,0.68,"EA",4.88,NA,0.543219566
"166","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.68,0.69,"EA",5.11,0.43,0.325539011
"167","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.69,0.7,"EA",5.79,NA,0.347729009
"168","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.7,0.71,"EA",4.87,0.44,0.299345335
"169","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.71,0.72,"EA",4.67,NA,0.40497595
"170","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.72,0.73,"EA",5.21,0.44,0.280787649
"171","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.73,0.74,"EA",5.32,NA,0.28607873
"172","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.74,0.75,"EA",3.75,0.41,0.478135036
"173","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.75,0.76,"EA",4.48,NA,0.296692721
"174","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.76,0.77,"EA",4.38,0.39,0.272946523
"175","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.77,0.78,"EA",4.34,NA,0.279238523
"176","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.78,0.79,"EA",4.25,0.38,0.3514073
"177","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.79,0.8,"EA",4.12,NA,0.554845087
"178","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.8,0.81,"EA",4.08,0.38,0.431901747
"179","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.81,0.82,"EA",3.98,NA,0.431710759
"180","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.82,0.83,"EA",3.4,0.38,0.429546226
"181","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.83,0.84,"EA",3.34,NA,0.453617811
"182","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.84,0.85,"EA",3.16,0.35,0.622946523
"183","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.85,0.86,"EA",4.31,NA,0.607416354
"184","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.86,0.87,"EA",4.13,0.38,0.373583151
"185","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.87,0.88,"EA",3.51,NA,0.521323124
"186","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.88,0.89,"EA",1.87,0.38,0.607444649
"187","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.89,0.9,"EA",1.79,NA,0.794453915
"188","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.9,0.91,"EA",1.63,0.15,0.637061965
"189","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.91,0.92,"EA",1.25,NA,0.800604442
"190","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.92,0.93,"EA",1.38,0.09,0.811299781
"191","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.93,0.94,"EA",1.07,NA,0.850416991
"192","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.94,0.95,"EA",1.33,0.15,0.738444861
"193","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.95,0.96,"EA",1.43,NA,0.57038233
"194","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.96,0.97,"EA",1.12,0.11,0.49923923
"195","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sandy Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.97,0.98,"EA",1.53,NA,0.651764519
"196","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.98,0.99,"EA",0.78,0.09,0.765232723
"197","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.99,1,"EA",0.37,NA,0.955000707
"198","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,1,1.01,"EA",0.82,0.05,1.045447761
"199","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,1.01,1.02,"EA",0.49,NA,1.108233359
"200","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,1.02,1.03,"EA",0.6,0.04,0.590453774
"201","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Sand",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,1.03,1.04,"EA",0.49,NA,0.43615654
"202","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0,0.01,"EA",6.76,0.6,0.1157
"203","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.01,0.02,"EA",6.8,0.67,0.1958
"204","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.02,0.03,"EA",6.42,0.56,0.4333
"205","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.03,0.04,"EA",6.02,0.55,0.4675
"206","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.04,0.05,"EA",5.3,0.48,0.434
"207","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.05,0.06,"EA",5.78,0.44,0.5562
"208","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.06,0.07,"EA",5.23,0.49,0.4484
"209","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.07,0.08,"EA",5.98,0.47,0.4826
"210","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.08,0.09,"EA",5.57,0.46,0.3499
"211","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.09,0.1,"EA",4.34,0.48,0.3547
"212","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.1,0.11,"EA",4.96,0.52,0.426
"213","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.11,0.12,"EA",4.5,0.5,0.4033
"214","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.12,0.13,"EA",4.35,0.44,0.5014
"215","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.13,0.14,"EA",4.62,0.4,0.4447
"216","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.14,0.15,"EA",4.75,0.38,0.6078
"217","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.15,0.16,"EA",4.85,0.37,0.3739
"218","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.16,0.17,"EA",4.72,0.43,0.4981
"219","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.17,0.18,"EA",4.38,0.41,0.41
"220","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.18,0.19,"EA",3.6,0.38,0.4979
"221","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.19,0.2,"EA",3.97,0.37,0.5636
"222","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.2,0.21,"EA",3.74,0.38,0.6482
"223","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.21,0.22,"EA",4.28,0.44,0.5849
"224","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.22,0.23,"EA",4.44,0.45,0.4195
"225","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.23,0.24,"EA",4.21,0.42,0.5426
"226","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.24,0.25,"EA",3.68,0.37,0.5237
"227","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.25,0.26,"EA",3.3,0.34,0.4896
"228","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.26,0.27,"EA",3.16,0.32,0.6568
"229","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.27,0.28,"EA",3.4,0.35,0.6338
"230","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.28,0.29,"EA",2.76,0.32,0.6392
"231","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.29,0.3,"EA",3.53,0.34,0.6043
"232","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.3,0.31,"EA",3.95,0.41,0.5196
"233","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.31,0.32,"EA",4.06,0.4,0.5033
"234","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.32,0.33,"EA",3.56,0.38,0.5342
"235","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.33,0.34,"EA",3.37,0.35,0.3348
"236","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt (roots)",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.34,0.35,"EA",3.45,0.36,0.5576
"237","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.35,0.36,"EA",3.12,NA,0.5873
"238","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.36,0.37,"EA",4.18,0.33,0.5827
"239","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.37,0.38,"EA",2.88,NA,0.5029
"240","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.38,0.39,"EA",2.93,0.31,0.5298
"241","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.39,0.4,"EA",2.78,NA,0.5875
"242","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.4,0.41,"EA",2.58,0.33,0.5753
"243","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.41,0.42,"EA",2.49,NA,0.7081
"244","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.42,0.43,"EA",2.41,0.27,0.4611
"245","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.43,0.44,"EA",2.68,NA,0.6497
"246","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.44,0.45,"EA",3.01,0.34,0.6284
"247","Smeaton et al 2022b","CS AM-6","Avon","AM-6","Saltmarsh","Organic Silt ",50.302548,-3.8543436,"direct from dataset","1","UK","England",2020,0.45,0.46,"EA",2.8,NA,0.7018
