"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"646","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1292,0.1421,"EA",19.15,48.11,0.132
"647","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1421,0.155,"EA",NA,50.93,0.116
"648","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.155,0.1679,"EA",NA,50.76,0.124
"649","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1679,0.1808,"EA",NA,21.53,0.473
"650","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1808,0.1938,"EA",6.88,24.74,0.302
"651","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1938,0.2067,"EA",NA,20.78,0.271
"652","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2067,0.2196,"EA",NA,22.95,0.209
"653","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2196,0.2325,"EA",NA,12.82,0.31
"654","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2325,0.2454,"EA",3.59,14.76,0.488
"655","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2454,0.2583,"EA",NA,10.44,0.519
"656","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2583,0.2712,"EA",2.84,9.13,0.326
"657","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0,0.015,"EA",NA,53.01,0.093
"658","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.015,0.03,"EA",NA,49.63,0.087
"659","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.045,"EA",NA,50,0.093
"660","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.045,0.06,"EA",NA,50.87,0.067
"661","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.075,"EA",NA,52.74,0.087
"662","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.075,0.09,"EA",NA,40.6,0.133
"663","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.105,"EA",NA,31.82,0.127
"664","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.105,0.12,"EA",NA,24.9,0.293
"665","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.135,"EA",NA,13.33,0.347
"666","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.135,0.15,"EA",NA,15.12,0.333
"667","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0225,"EA",NA,56.28,0.031
"668","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.0225,0.045,"EA",NA,50.3,0.044
"669","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.045,0.0675,"EA",NA,51.96,0.062
"670","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.0675,0.09,"EA",NA,43.23,0.098
"671","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1125,"EA",NA,50.7,0.089
"672","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.1125,0.135,"EA",NA,45.34,0.093
"673","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.135,0.1575,"EA",NA,14.65,0.107
"674","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.1575,0.18,"EA",NA,9.3,0.307
"675","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.2025,"EA",NA,9.91,0.356
"676","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.2025,0.225,"EA",NA,6.84,0.356
"677","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.2475,"EA",NA,5.76,0.373
"678","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.2475,0.27,"EA",NA,6.96,0.338
"679","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0,0.02,"EA",NA,58.69,0.055
"680","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.04,"EA",NA,52.16,0.075
"681","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.06,"EA",NA,43.07,0.095
"682","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.08,"EA",NA,45.38,0.085
"683","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.1,"EA",NA,44.11,0.08
"684","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.12,"EA",NA,41.66,0.12
"685","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.14,"EA",NA,33.04,0.12
"686","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.14,0.16,"EA",NA,32.46,0.1
"687","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.16,0.18,"EA",NA,18.64,0.255
"688","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.2,"EA",NA,6.75,0.495
"689","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0,0.012,"EA",NA,33.56,0.183
"690","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.012,0.024,"EA",NA,40.53,0.158
"691","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.024,0.036,"EA",NA,40.34,0.133
"692","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.036,0.048,"EA",NA,38.73,0.133
"693","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.048,0.06,"EA",NA,19.37,0.242
"694","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.072,"EA",NA,11.52,0.408
"695","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.072,0.084,"EA",NA,13.63,0.425
"696","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.084,0.096,"EA",NA,7.61,0.633
"697","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.096,0.108,"EA",NA,4.01,0.833
"698","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.108,0.12,"EA",NA,3.1,1.075
"699","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0,0.01,"EA",NA,84.78,0.13
"700","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.01,0.02,"EA",NA,85.13,0.1
"701","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.03,"EA",NA,83.99,0.11
"702","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.04,"EA",NA,85.07,0.1
"703","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.05,"EA",NA,82.33,0.09
"704","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.06,"EA",NA,82.11,0.09
"705","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.07,"EA",NA,74.56,0.14
"706","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.07,0.08,"EA",NA,81.42,0.12
"707","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.09,"EA",NA,79.77,0.11
"708","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1,"EA",NA,60.41,0.14
"709","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.11,"EA",NA,56.31,0.11
"710","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.11,0.12,"EA",NA,6.96,1.08
"711","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.13,"EA",NA,6.63,0.91
"712","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","gravel",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.13,0.14,"EA",NA,7.95,0.94
"713","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",34.71,96.39,0.135
"714","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0222,"EA",34.71,96.39,0.135
"715","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0222,0.0333,"EA",NA,81.57,0
"716","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.0444,"EA",NA,77,0.018
"717","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0444,0.0556,"EA",NA,72.43,0.054
"718","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0556,0.0667,"EA",NA,67.86,0.099
"719","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0778,"EA",24.48,48.59,0.162
"720","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0778,0.0889,"EA",24.48,48.59,0.162
"721","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0889,0.1,"EA",NA,54.15,0.306
"722","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1111,"EA",NA,49.58,0.405
"723","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1111,0.1222,"EA",NA,45.01,0.514
"724","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1222,0.1333,"EA",NA,40.44,0.631
"725","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.1444,"EA",NA,35.87,0.766
"726","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1444,0.1556,"EA",NA,31.3,0.91
"727","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1556,0.1667,"EA",NA,26.73,1.072
"728","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1778,"EA",NA,22.16,1.243
"729","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1778,0.1889,"EA",5.24,19.74,1.559
"730","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1889,0.2,"EA",5.24,19.74,1.559
"731","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0167,"EA",NA,77.76,0.072
"732","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0167,0.0333,"EA",NA,75.71,0.072
"733","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.05,"EA",NA,82.8,0.066
"734","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.0667,"EA",NA,69.38,0.06
"735","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0833,"EA",NA,72.01,0.078
"736","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0833,0.1,"EA",NA,61.48,0.102
"737","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1167,"EA",NA,57.19,0.09
"738","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1167,0.1333,"EA",NA,57.57,0.102
"739","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.15,"EA",NA,28.24,0.168
"740","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1667,"EA",NA,14.76,0.359
"741","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1833,"EA",NA,9.12,0.473
"742","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1833,0.2,"EA",NA,13.16,0.329
"743","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.2167,"EA",NA,15.69,0.353
"744","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2167,0.2333,"EA",NA,12.8,0.413
"745","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2333,0.25,"EA",NA,11.58,0.401
"746","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.2667,"EA",NA,16,0.335
"747","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2667,0.2833,"EA",NA,24.63,0.293
"748","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2833,0.3,"EA",NA,6.29,0.569
"749","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3,0.3167,"EA",NA,7.96,0.527
"750","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3167,0.3333,"EA",NA,10.9,0.491
"751","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3333,0.35,"EA",NA,15.93,0.377
"752","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.35,0.3667,"EA",NA,17.19,0.359
"753","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3667,0.3833,"EA",NA,11.4,0.377
"754","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3833,0.4,"EA",NA,7.04,0.557
"755","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4,0.4167,"EA",NA,6.32,0.575
"756","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4167,0.4333,"EA",NA,5.49,0.599
"757","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4333,0.4499,"EA",NA,5.69,0.563
"758","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","soil",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0115,"EA",NA,41.95,0.183
"759","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","soil+peat",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0115,0.0231,"EA",NA,55.48,0.165
"760","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0231,0.0346,"EA",NA,41.71,0.183
"761","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0346,0.0462,"EA",NA,38.94,0.2
"762","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0462,0.0577,"EA",NA,38.81,0.217
"763","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0577,0.0692,"EA",NA,31.64,0.243
"764","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0692,0.0808,"EA",NA,31.42,0.252
