"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3"
"160","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.42,0.43,"EA",0.32,NA
"161","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.43,0.44,"EA",0.95,NA
"162","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.44,0.45,"EA",0.69,NA
"163","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.45,0.46,"EA",0.46,NA
"164","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.46,0.47,"EA",0.11,NA
"165","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.47,0.48,"EA",0.3,NA
"166","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.48,0.49,"EA",0.28,NA
"167","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.49,0.5,"EA",0.51,NA
"168","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.5,0.51,"EA",0.15,NA
"169","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.51,0.52,"EA",0.57,NA
"170","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.52,0.53,"EA",0.25,NA
"171","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.53,0.54,"EA",0.29,NA
"172","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.54,0.55,"EA",0.08,NA
"173","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.55,0.56,"EA",0.68,NA
"174","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.56,0.57,"EA",0.22,NA
"175","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.57,0.58,"EA",0.3,NA
"176","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.58,0.59,"EA",0.32,NA
"177","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.59,0.6,"EA",0.4,NA
"178","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.6,0.61,"EA",0.07,NA
"179","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.61,0.62,"EA",0.46,NA
"180","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.62,0.63,"EA",0.49,NA
"181","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.63,0.64,"EA",0.57,NA
"182","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.64,0.65,"EA",0.61,NA
"183","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.65,0.66,"EA",0.45,NA
"184","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.66,0.67,"EA",0.24,NA
"185","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.67,0.68,"EA",0.88,NA
"186","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.68,0.69,"EA",0.33,NA
"187","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.69,0.7,"EA",0.66,NA
"188","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.7,0.71,"EA",0.32,NA
"189","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.71,0.72,"EA",0.74,NA
"190","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.72,0.73,"EA",0.35,NA
"191","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.73,0.74,"EA",0.64,NA
"192","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.74,0.75,"EA",1.15,NA
"193","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.75,0.76,"EA",1.17,NA
"194","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.76,0.77,"EA",0.26,NA
"195","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.77,0.78,"EA",0.59,NA
"196","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.78,0.79,"EA",0.49,NA
"197","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.79,0.8,"EA",0.81,NA
"198","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.8,0.81,"EA",0.4,NA
"199","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.81,0.82,"EA",NA,NA
"200","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.82,0.83,"EA",0.76,NA
"201","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.83,0.84,"EA",NA,NA
"202","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.84,0.85,"EA",1.02,NA
"203","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.85,0.86,"EA",0.67,NA
"204","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.86,0.87,"EA",0.28,NA
"205","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.87,0.88,"EA",0.6,NA
"206","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.88,0.89,"EA",0.99,NA
"207","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.89,0.9,"EA",1.14,NA
"208","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.9,0.91,"EA",1.33,NA
"209","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.91,0.92,"EA",1.09,NA
"210","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.92,0.93,"EA",1.09,NA
"211","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.93,0.94,"EA",NA,NA
"212","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.94,0.95,"EA",0.63,NA
"213","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.95,0.96,"EA",NA,NA
"214","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.96,0.97,"EA",0.43,NA
"215","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.98,0.99,"EA",0.72,NA
"216","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1,1.01,"EA",0.19,NA
"217","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.02,1.03,"EA",0.98,NA
"218","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.04,1.05,"EA",0.39,NA
"219","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.05,1.06,"EA",NA,NA
"220","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.06,1.07,"EA",1.32,NA
"221","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.07,1.08,"EA",NA,NA
"222","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.08,1.09,"EA",1.21,NA
"223","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.1,1.11,"EA",0.96,NA
"224","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.11,1.12,"EA",NA,NA
"225","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.12,1.13,"EA",0.91,NA
"226","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.13,1.14,"EA",NA,NA
"227","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.14,1.15,"EA",0.72,NA
"228","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.15,1.16,"EA",NA,NA
"229","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.16,1.17,"EA",0.92,NA
"230","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.18,1.19,"EA",0.9,NA
"231","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.2,1.21,"EA",1,NA
"232","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.22,1.23,"EA",1.3,NA
"233","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.24,1.25,"EA",0.65,NA
"234","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.26,1.27,"EA",0.71,NA
"235","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0,0.01,"EA",2.3,NA
"236","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.01,0.02,"EA",NA,NA
"237","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.02,0.03,"EA",1.54,NA
"238","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.03,0.04,"EA",NA,NA
"239","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.04,0.05,"EA",1.71,NA
"240","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.05,0.06,"EA",NA,NA
"241","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.06,0.07,"EA",1.36,NA
"242","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.07,0.08,"EA",NA,NA
"243","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.08,0.09,"EA",0.69,NA
"244","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.09,0.1,"EA",NA,NA
"245","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.1,0.11,"EA",0.45,NA
"246","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.11,0.12,"EA",NA,NA
"247","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.12,0.13,"EA",0.39,NA
"248","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.13,0.14,"EA",NA,NA
"249","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.14,0.15,"EA",0.8,NA
"250","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.15,0.16,"EA",NA,NA
"251","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.16,0.17,"EA",0.87,NA
"252","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.17,0.18,"EA",NA,NA
"253","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.18,0.19,"EA",0.71,NA
"254","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.19,0.2,"EA",NA,NA
"255","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.2,0.21,"EA",0.75,NA
"256","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.21,0.22,"EA",NA,NA
"257","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.22,0.23,"EA",0.87,NA
"258","Bunzel et al 2019","DB Friedrichskoog","Friedrichskoog","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.23,0.24,"EA",NA,NA
