"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"857","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.28,0.29,"EA",NA,NA,0.43
"858","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.29,0.3,"EA",NA,NA,0.32
"859","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.3,0.31,"EA",NA,NA,0.25
"860","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.31,0.32,"EA",NA,NA,0.29
"861","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.32,0.33,"EA",NA,NA,0.19
"862","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.33,0.34,"EA",NA,NA,0.21
"863","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.34,0.35,"EA",NA,NA,0.08
"864","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,NA,NA,"EA",NA,NA,0.3
"865","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.36,0.37,"EA",NA,NA,0.43
"866","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.37,0.38,"EA",NA,NA,0.45
"867","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.38,0.39,"EA",NA,NA,0.44
"868","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.39,0.4,"EA",NA,NA,0.42
"869","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.4,0.41,"EA",NA,NA,0.42
"870","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.41,0.42,"EA",NA,NA,0.32
"871","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.42,0.43,"EA",NA,NA,0.47
"872","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.43,0.44,"EA",NA,NA,0.53
"873","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.44,0.45,"EA",NA,NA,0.39
"874","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.45,0.46,"EA",NA,NA,0.4
"875","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.46,0.47,"EA",NA,NA,0.45
"876","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.47,0.48,"EA",NA,NA,0.35
"877","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.48,0.49,"EA",NA,NA,0.43
"878","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.49,0.5,"EA",NA,NA,0.32
"879","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.5,0.51,"EA",NA,NA,0.25
"880","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.52,0.53,"EA",NA,NA,0.29
"881","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.53,0.54,"EA",NA,NA,0.19
"882","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.54,0.55,"EA",NA,NA,0.21
"883","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.55,0.56,"EA",NA,NA,0.08
"884","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06333087,-3.73239677,"direct from dataset","1","UK","Falkirk",2020,0.56,0.57,"EA",NA,NA,0.32
"885","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",5.517,NA,0.33
"886","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",2.439,NA,0.45
"887","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",3.435,NA,0.49
"888","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",4.051,NA,0.61
"889","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",1.736,NA,0.66
"890","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770056,-3.08791175,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",3.155,0.316,0.68
"891","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",4.774,NA,0.31
"892","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",6.496,0.577,0.43
"893","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",4.472,NA,0.45
"894","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",4.095,NA,0.47
"895","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",6.657,NA,0.49
"896","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",3.416,NA,0.54
"897","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",3.253,NA,0.55
"898","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",5.346,NA,0.56
"899","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",4.382,NA,0.56
"900","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",2.269,NA,0.57
"901","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",4.422,0.723,0.21
"902","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",10.456,NA,0.23
"903","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",7.628,NA,0.27
"904","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",2.26,NA,0.29
"905","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",6.112,NA,0.3
"906","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",5.166,NA,0.31
"907","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",8.987,NA,0.34
"908","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",5.201,NA,0.35
"909","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",6.03,NA,0.58
"910","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790917,-3.08817577,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",5.626,NA,0.73
"911","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",15.034,1.319,0.13
"912","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",10.581,NA,0.25
"913","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",10.158,NA,0.27
"914","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",5.416,NA,0.31
"915","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",8.149,NA,0.36
"916","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",6.755,NA,0.39
"917","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",5.501,NA,0.53
"918","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",4.38,NA,0.67
"919","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",14.707,0.924,0.15
"920","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",17.373,NA,0.18
"921","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",12.6,NA,0.28
"922","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",12.108,NA,0.33
"923","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",3.414,NA,0.43
"924","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",2.799,NA,0.47
"925","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",4.118,NA,0.54
"926","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4482003,-3.08880886,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",7.218,NA,0.82
"927","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44825931,-3.08905493,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",11.543,1.41,0.15
"928","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44825931,-3.08905493,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",22.851,NA,0.22
"929","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44825931,-3.08905493,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",8.662,NA,0.41
"930","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44825931,-3.08905493,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",5.025,NA,0.44
"931","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790214,-3.08929839,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",22.262,1.511,0.4
"932","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790214,-3.08929839,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",21.394,NA,0.2
"933","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790214,-3.08929839,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",17.731,NA,0.31
"934","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44790214,-3.08929839,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",1.736,NA,0.75
"935","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",12.989,NA,0.26
"936","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",12.708,0.899,0.26
"937","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",9.258,NA,0.35
"938","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",2.568,NA,0.36
"939","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",5.416,NA,0.36
"940","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",8.017,NA,0.42
"941","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",8.009,NA,0.42
"942","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",1.674,NA,0.47
"943","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",5.637,NA,0.5
"944","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44770316,-3.08911837,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",5.765,NA,0.5
"945","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",10.379,NA,0.23
"946","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",7.804,0.611,0.24
"947","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",3.196,NA,0.27
"948","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",7.873,NA,0.3
"949","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",4.796,NA,0.35
"950","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",3.721,NA,0.46
"951","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",5.184,NA,0.47
"952","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",4.687,NA,0.49
"953","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",4.758,NA,0.52
"954","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44757016,-3.08894214,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",3.525,NA,0.53
"955","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",3.086,NA,0.33
"956","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",3.023,NA,0.4
"957","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",3.595,NA,0.48
"958","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",2.698,NA,0.51
"959","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.9,0.92,"EA",3.4,NA,0.52
"960","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",2.55,NA,0.54
"961","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",3.253,NA,0.56
"962","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",2.807,NA,0.56
"963","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",2.159,NA,0.61
"964","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",4.205,0.363,0.61
"965","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.4474577,-3.08877223,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",2.477,NA,0.67
"966","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",8.351,0.652,0.23
"967","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",4.993,NA,0.25
"968","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",4.035,NA,0.31
"969","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",1.955,NA,0.31
"970","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",4.095,NA,0.34
"971","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",5.15,NA,0.35
"972","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",4.246,NA,0.36
"973","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.9,0.92,"EA",2.842,NA,0.47
"974","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",3.818,NA,0.47
"975","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",4.268,NA,0.48
"976","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44758504,-3.08871933,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",3.731,NA,0.51
"977","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",9.291,0.742,0.13
"978","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.06,"EA",11.985,NA,0.25
"979","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.12,"EA",11.114,NA,0.27
"980","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.32,"EA",6.715,NA,0.29
"981","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.52,"EA",4.284,NA,0.34
"982","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.7,0.72,"EA",4.972,NA,0.36
"983","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.42,"EA",7.027,NA,0.37
"984","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.22,"EA",6.705,NA,0.39
"985","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.6,0.62,"EA",4.781,NA,0.46
"986","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.8,0.82,"EA",3.972,NA,0.46
"987","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44778848,-3.08871031,"direct from dataset","1","UK","Perth & Kinross",2020,0.9,0.92,"EA",3.973,NA,0.49
"988","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",8.836,0.562,0.35
"989","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.02,0.03,"EA",7.052,0.609,0.41
"990","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.03,0.04,"EA",6.411,0.556,0.49
"991","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.05,"EA",5.757,0.457,0.36
"992","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.05,0.06,"EA",6.251,0.465,0.43
"993","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.06,0.07,"EA",5.063,0.43,0.6
"994","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.07,0.08,"EA",6.162,0.445,0.42
"995","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.08,0.09,"EA",3.159,0.287,0.71
"996","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.09,0.1,"EA",4.226,0.273,0.55
"997","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.11,"EA",5.45,0.389,0.47
"998","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.11,0.12,"EA",4.713,0.397,0.46
