"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"470","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.24,0.25,"EA",0.194,NA,0.87
"471","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.25,0.26,"EA",0.347,0.011,0.82
"472","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.26,0.27,"EA",0.242,NA,0.98
"473","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.27,0.28,"EA",0.241,0.019,0.88
"474","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.28,0.29,"EA",0.242,NA,0.89
"475","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.29,0.3,"EA",0.243,0.01,0.91
"476","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.3,0.31,"EA",0.223,NA,0.78
"477","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.31,0.32,"EA",0.254,0.02,0.8
"478","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.32,0.33,"EA",0.36,NA,0.76
"479","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.33,0.34,"EA",9.159,0.01,0.51
"480","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.34,0.35,"EA",0.259,NA,0.51
"481","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,NA,NA,"EA",0.176,0.01,0.33
"482","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",27.37,1.908,0.36
"483","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",13.08,NA,0.77
"484","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",6.68,NA,0.87
"485","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",9.77,NA,0.91
"486","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",7.64,NA,0.99
"487","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",4.48,NA,1.07
"488","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",4.44,NA,1.09
"489","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.8,0.82,"EA",4.37,NA,1.18
"490","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05950139,-3.73652809,"direct from dataset","1","UK","Falkirk",2018,0.7,0.72,"EA",4.91,NA,1.2
"491","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",19.82,1.667,0.18
"492","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",28.23,NA,0.19
"493","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",21.56,NA,0.2
"494","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",12.37,NA,0.77
"495","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",10.67,NA,0.82
"496","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",6.11,NA,1
"497","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",7.47,NA,1.16
"498","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05948028,-3.73607101,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",7.06,NA,1.47
"499","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",18.94,NA,0.37
"500","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",10.63,NA,0.48
"501","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",14.94,NA,0.63
"502","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",19.03,0.46,0.67
"503","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",9.71,NA,0.82
"504","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05955971,-3.73567427,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",6.64,NA,1.13
"505","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",17.94,NA,0.19
"506","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",15.4,1.653,0.22
"507","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",9.71,NA,0.57
"508","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",6.94,NA,0.59
"509","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",9.45,NA,0.69
"510","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",6.08,NA,0.96
"511","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",5.31,NA,1.02
"512","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05963566,-3.73527176,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",1.06,NA,1.27
"513","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",21.47,NA,0.26
"514","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",18.55,1.33,0.3
"515","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",13.61,NA,0.4
"516","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",9.73,NA,0.7
"517","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",7.72,NA,0.96
"518","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",7.23,NA,1.17
"519","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0597012,-3.73483229,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",6.73,NA,1.34
"520","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",15.7,NA,0.16
"521","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",13.75,1.18,0.21
"522","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",10.99,NA,0.5
"523","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",12.97,NA,0.54
"524","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",8.6,NA,0.55
"525","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",8.66,NA,0.61
"526","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",7.91,NA,0.72
"527","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05979385,-3.73443448,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",8.88,NA,0.79
"528","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",11.66,NA,0.24
"529","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",11.48,NA,0.31
"530","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",12.37,0.91,0.36
"531","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",10.23,NA,0.37
"532","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",11.8,NA,0.65
"533","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",10.88,NA,0.66
"534","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",10.49,NA,0.74
"535","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",8.37,NA,0.83
"536","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05991835,-3.73376683,"direct from dataset","1","UK","Falkirk",2018,0.7,0.72,"EA",8.27,NA,1.24
"537","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",7.81,NA,0.42
"538","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",7.56,NA,0.49
"539","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",7.83,NA,0.53
"540","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",8.35,NA,0.54
"541","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",8.73,0.53,0.56
"542","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",8.05,NA,0.57
"543","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.7,0.72,"EA",5.98,NA,0.78
"544","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.8,0.82,"EA",6.45,NA,0.82
"545","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",8.1,NA,0.98
"546","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06000601,-3.73318537,"direct from dataset","1","UK","Falkirk",2018,0.6,0.62,"EA",9.12,NA,1
"547","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",23.45,1.32,0.23
"548","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",14,NA,0.27
"549","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",14.04,NA,0.27
"550","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",11.69,NA,0.74
"551","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",5.08,NA,0.9
"552","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06050567,-3.73574062,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",4.92,NA,1.13
"553","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",20,1.53,0.1
"554","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",17.6,NA,0.27
"555","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",17.64,NA,0.7
"556","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",12,NA,0.71
"557","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",7.14,NA,0.99
"558","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",6.2,NA,1.06
"559","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06027758,-3.73554346,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",6.57,NA,1.15
"560","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",20.46,NA,0.14
"561","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",22.14,1.51,0.23
"562","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",13.52,NA,0.35
"563","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",10.11,NA,0.61
"564","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",11.99,NA,0.94
"565","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",9.64,NA,1.17
"566","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.06003894,-3.7354534,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",8.32,NA,1.34
"567","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",21.7,0.72,0.11
"568","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",16.11,NA,0.19
"569","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",21.21,NA,0.27
"570","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",13.33,NA,0.59
"571","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",8.15,NA,0.61
"572","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",8.08,NA,0.71
"573","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05976751,-3.73535652,"direct from dataset","1","UK","Falkirk",2018,0.5,0.52,"EA",9.63,NA,0.92
"574","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",22.95,1.37,0.16
"575","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",18.08,NA,0.21
"576","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",23.5,NA,0.25
"577","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",10.53,NA,0.65
"578","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",13.14,NA,0.9
"579","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05951742,-3.73521524,"direct from dataset","1","UK","Falkirk",2018,0.4,0.42,"EA",10.54,NA,1.02
"580","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",16.64,NA,0.18
"581","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",12.56,0.88,0.2
"582","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",16.28,NA,0.5
"583","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK","Falkirk",2018,0.2,0.22,"EA",14.22,NA,0.71
"584","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.0592236,-3.73508439,"direct from dataset","1","UK","Falkirk",2018,0.3,0.32,"EA",11.33,NA,1.11
"585","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK","Falkirk",2018,0,0.02,"EA",19.88,1.47,0.18
"586","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK","Falkirk",2018,0.04,0.05,"EA",17.01,NA,0.18
"587","Miller et al 2022","LCM Skinflats","Skinflats","Salt marsh",56.05885753,-3.7349151,"direct from dataset","1","UK","Falkirk",2018,0.1,0.12,"EA",16.97,NA,0.51
