"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"2777","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Silt with Organics",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",2.159,0.531584583,"unpublished"
"2778","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Basal Clay",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.815,0.449347456,"unpublished"
"2779","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Basal Clay",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.248,0.646416643,"unpublished"
"2780","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Basal Clay",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",0.977,0.567553601,"unpublished"
"2781","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Basal Clay",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.05,0.672185597,"unpublished"
"2782","Smeaton et al 2022a","CS SM-12","Stiffkey","SM-12","Saltmarsh","Basal Clay",52.961053,0.92425385,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",0.958,0.655937646,"unpublished"
"2783","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Peat (Turfa herbacea)",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0,0.02,"EA",12.868,0.337762157,"unpublished"
"2784","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Silt with Organics",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",7.347,0.411263447,"unpublished"
"2785","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Silt with Organics",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",4.978,0.296997271,"unpublished"
"2786","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",3.271,0.448385453,"unpublished"
"2787","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",2.086,0.493825957,"unpublished"
"2788","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.587,0.502335442,"unpublished"
"2789","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.326,0.657918241,"unpublished"
"2790","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.371,0.8545135,"unpublished"
"2791","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.466,0.923671628,"unpublished"
"2792","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.393,0.84302605,"unpublished"
"2793","Smeaton et al 2022a","CS SM-13","Stiffkey","SM-13","Saltmarsh","Basal Clay",52.962166,0.92653311,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",1.367,0.777404698,"unpublished"
"2794","Smeaton et al 2022a","CS SM-14","Stiffkey","SM-14","Saltmarsh","Peat (Turfa herbacea)",52.963234,0.92843714,"direct from dataset","1","UK","England",2019,0,0.02,"EA",3.911,0.634193544,"unpublished"
"2795","Smeaton et al 2022a","CS SM-14","Stiffkey","SM-14","Saltmarsh","Silt with Organics",52.963234,0.92843714,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",4.272,0.497164674,"unpublished"
"2796","Smeaton et al 2022a","CS SM-14","Stiffkey","SM-14","Saltmarsh","Silt with Organics",52.963234,0.92843714,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",4.938,0.469698068,"unpublished"
"2797","Smeaton et al 2022a","CS SM-14","Stiffkey","SM-14","Saltmarsh","Sand with Gravel",52.963234,0.92843714,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",4.667,0.45988705,"unpublished"
"2798","Smeaton et al 2022a","CS SM-14","Stiffkey","SM-14","Saltmarsh","sandy Gravel",52.963234,0.92843714,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",0.448,1.402749227,"unpublished"
"2799","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","fine Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0,0.02,"EA",1.296,0.633776204,"unpublished"
"2800","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","fine Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",0.947,0.714117619,"unpublished"
"2801","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","fine Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",1.417,0.851967021,"unpublished"
"2802","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","Silt with Organics",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",3.4,0.642059335,"unpublished"
"2803","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","fine Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",0.555,0.77241077,"unpublished"
"2804","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","sandy Gravel",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",0.893,0.973992884,"unpublished"
"2805","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","silty Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.044,0.951484838,"unpublished"
"2806","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","silty Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",0.836,1.098204475,"unpublished"
"2807","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","silty Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",0.921,0.87189322,"unpublished"
"2808","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","silty Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",0.967,1.017601338,"unpublished"
"2809","Smeaton et al 2022a","CS SM-16","Stiffkey","SM-16","Saltmarsh","silty Sand",52.963763,0.92853244,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",1.045,0.871673939,"unpublished"
"2810","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Peat (Turfa herbacea)",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0,0.02,"EA",8.734,0.346073582,"unpublished"
"2811","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Peat (Turfa herbacea)",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",8.625,0.455628771,"unpublished"
"2812","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Peat (Turfa herbacea)",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",6.775,0.326953768,"unpublished"
"2813","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Silt with Organics",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",7.495,0.391393836,"unpublished"
"2814","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Silt with Organics",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",3.966,0.435787455,"unpublished"
"2815","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Silt with Organics",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",2.944,0.499442359,"unpublished"
"2816","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Basal Clay",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",2.173,0.624248128,"unpublished"
"2817","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Basal Clay",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.811,0.602044245,"unpublished"
"2818","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Basal Clay",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.674,0.658866097,"unpublished"
"2819","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Basal Clay",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.247,0.778352554,"unpublished"
"2820","Smeaton et al 2022a","CS SM-17","Stiffkey","SM-17","Saltmarsh","Basal Clay",52.961871,0.92830027,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",1.095,0.672843437,"unpublished"
"2821","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Peat (Turfa herbacea)",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0,0.02,"EA",9.738,0.244002212,"unpublished"
"2822","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Peat (Turfa herbacea)",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",2.685,0.348400781,"unpublished"
"2823","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Peat (Turfa herbacea)",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",10.08,0.222802773,"unpublished"
"2824","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Silt with Organics",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",5.077,0.415281225,"unpublished"
"2825","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Silt with Organics",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",2.5,0.529066399,"unpublished"
"2826","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Silt with Organics",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.878,0.752626042,"unpublished"
"2827","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Silt with Organics",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.82,0.668153672,"unpublished"
"2828","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Silt with Organics",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.592,0.790172461,"unpublished"
"2829","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Basal Clay",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.8425,0.952248782,"unpublished"
"2830","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Basal Clay",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.183,0.934472943,"unpublished"
"2831","Smeaton et al 2022a","CS SM-18","Stiffkey","SM-18","Saltmarsh","Basal Clay",52.960409,0.92815672,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",1.174,0.835040008,"unpublished"
"2832","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Peat (Turfa herbacea)",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0,0.02,"EA",14.968,0.153566836,"unpublished"
"2833","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Peat (Turfa herbacea)",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",9.271,0.294500307,"unpublished"
"2834","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Peat (Turfa herbacea)",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",7.497,0.351230202,"unpublished"
"2835","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Silt with Organics",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",5.99,0.286372794,"unpublished"
"2836","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Silt with Organics",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",2.84,0.58801739,"unpublished"
"2837","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Silt with Organics",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.514,0.452155657,"unpublished"
"2838","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Silt with Organics",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.865,0.641882496,"unpublished"
"2839","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Silt with Organics",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.478,0.937677263,"unpublished"
"2840","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Basal Clay",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.196,1.034733484,"unpublished"
"2841","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Basal Clay",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.244,0.948803962,"unpublished"
"2842","Smeaton et al 2022a","CS SM-19","Stiffkey","SM-19","Saltmarsh","Basal Clay",52.959222,0.92776379,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",1.414,1.023175298,"unpublished"
"2843","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Humified Peat (Substantia Humosa)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0,0.02,"EA",11.534,0.170104803,"unpublished"
"2844","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Humified Peat (Substantia Humosa)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",9.872,0.346597025,"unpublished"
"2845","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",9.975,0.451172433,"unpublished"
"2846","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",4.546,0.383775619,"unpublished"
"2847","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",3.107,0.60969783,"unpublished"
"2848","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics (Fe Staining)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.696,0.773075684,"unpublished"
"2849","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics (Fe Staining)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.594,0.821713434,"unpublished"
"2850","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics (Fe Staining)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.333,0.931820361,"unpublished"
"2851","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Silt with Organics (Fe Staining)",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.087,1.004748693,"unpublished"
"2852","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Basal Clay",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",0.927,1.025474203,"unpublished"
"2853","Smeaton et al 2022a","CS SM-20","Stiffkey","SM-20","Saltmarsh","Basal Clay",52.958321,0.92822405,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",0.855,0.912707621,"unpublished"
"2854","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Peat (Turfa herbacea)",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0,0.02,"EA",13.203,0.146358886,"unpublished"
"2855","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Peat (Turfa herbacea)",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",14.783,0.18469047,"unpublished"
"2856","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Peat (Turfa herbacea)",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",7.721,0.328205787,"unpublished"
"2857","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Humified Peat (Substantia Humosa)",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",4.199,0.442351712,"unpublished"
"2858","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Silt with Organics",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",2.333,0.497200042,"unpublished"
"2859","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Silt with Organics",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.729,0.479021011,"unpublished"
"2860","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Basal Clay",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.362,0.548851126,"unpublished"
"2861","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Basal Clay",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.099,0.628966188,"unpublished"
"2862","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Basal Clay",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",0.773,0.716876305,"unpublished"
"2863","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Basal Clay",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",1.073,0.535015257,"unpublished"
"2864","Smeaton et al 2022a","CS SM-21","Stiffkey","SM-21","Saltmarsh","Basal Clay",52.957448,0.92823951,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",0.977,0.605694199,"unpublished"
"2865","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh","Sandy Silt",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0,0.02,"EA",3.06,0.674240294,"unpublished"
"2866","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh","Sandy Silt",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",5.72,0.454651969,"unpublished"
"2867","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh","Sandy Silt",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",2.166238919,0.914749827,"unpublished"
"2868","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh","Sandy Silt",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",2.718984838,0.80140787,"unpublished"
"2869","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh","Sandy Silt",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",3.447280952,0.63774066,"unpublished"
"2870","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh"," Silty Sand",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.212943455,1.132172919,"unpublished"
"2871","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh"," Silty Sand",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.214797071,1.084697149,"unpublished"
"2872","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh"," Silty Sand",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.073348211,1.369504902,"unpublished"
"2873","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh"," Silty Sand",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.094869535,1.245955421,"unpublished"
"2874","Smeaton et al 2022a","CS 1","Sunderland","Sunderland 1","Saltmarsh"," Silty Sand",54.00332254,-2.88850027,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",0.936009436,1.097416718,"unpublished"
"2875","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh","Sandy Silt",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0,0.02,"EA",3.77,0.645576739,"unpublished"
"2876","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh","Sandy Silt",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",4.82,0.819910766,"unpublished"
"2877","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh","Sandy Silt",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",3.158073619,0.688731417,"unpublished"
"2878","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh","Sandy Silt",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",1.815822058,0.95823257,"unpublished"
"2879","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",1.132667166,1.171362691,"unpublished"
"2880","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.111838069,1.065144443,"unpublished"
"2881","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.043473096,1.145942298,"unpublished"
"2882","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",0.998723387,1.125161689,"unpublished"
"2883","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",0.966236302,1.134544364,"unpublished"
"2884","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",0.987532569,1.086093771,"unpublished"
"2885","Smeaton et al 2022a","CS 2","Sunderland","Sunderland 2","Saltmarsh"," Silty Sand",54.00315666,-2.88938751,"direct from dataset","1","UK","England",2019,0.9,0.92,"EA",0.954466326,1.145248674,"unpublished"
"2886","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0,0.02,"EA",3.71,0.706709409,"unpublished"
"2887","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",2.69,0.958532516,"unpublished"
"2888","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",2.25055038,0.986071275,"unpublished"
"2889","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",2.234376505,0.920486287,"unpublished"
"2890","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",1.787832121,0.979041299,"unpublished"
"2891","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.303744514,1.131254335,"unpublished"
"2892","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.250351756,1.200738616,"unpublished"
"2893","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.6,0.62,"EA",1.061340507,1.192621337,"unpublished"
"2894","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.7,0.72,"EA",1.009386826,1.228099282,"unpublished"
"2895","Smeaton et al 2022a","CS 3","Sunderland","Sunderland 3","Saltmarsh","silty Sand ",54.00302639,-2.89150583,"direct from dataset","1","UK","England",2019,0.8,0.82,"EA",0.950889199,1.255263109,"unpublished"
"2896","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0,0.02,"EA",1.96,0.723318898,"unpublished"
"2897","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0.04,0.06,"EA",1.17,0.932990271,"unpublished"
"2898","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",1.771979393,0.982068875,"unpublished"
"2899","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",1.553582962,0.955542433,"unpublished"
"2900","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",1.070792374,0.990017434,"unpublished"
"2901","Smeaton et al 2022a","CS 4","Sunderland","Sunderland 4","Saltmarsh","silty Sand ",54.00305506,-2.89300301,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.143975125,1.232298521,"unpublished"
