"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","Horizon_mid_depth_cm","Horizon_bin_cm"
"Smeaton et al 2022a","CS 14","Llanrhidia",NA,"Saltmarsh",51.62022844,-4.17991741,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.87,0.157465554,"Llanrhidia 14",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87,NA,0.157465554,1,"0-10cm"
"Smeaton et al 2022a","CS 15","Llanrhidia",NA,"Saltmarsh",51.63218244,-4.1671773,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",0.8,0.808885556,"Llanrhidia 15",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.808885556,1,"0-10cm"
"Smeaton et al 2022a","CS 16","Llanrhidia",NA,"Saltmarsh",51.6283101,-4.17211362,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.06,0.667354016,"Llanrhidia 16",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA,0.667354016,1,"0-10cm"
"Smeaton et al 2022a","CS 17","Llanrhidia",NA,"Saltmarsh",51.62595208,-4.17511313,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.01,0.325241353,"Llanrhidia 17",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA,0.325241353,1,"0-10cm"
"Smeaton et al 2022a","CS 18","Llanrhidia",NA,"Saltmarsh",51.62394996,-4.17749315,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.37,0.371168807,"Llanrhidia 18",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,0.371168807,1,"0-10cm"
"Smeaton et al 2022a","CS 19","Llanrhidia",NA,"Saltmarsh",51.62061387,-4.18192455,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.12,0.313056519,"Llanrhidia 19",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,0.313056519,1,"0-10cm"
"Smeaton et al 2022a","CS LL6","Loch Laich",NA,"Saltmarsh",56.565,-5.365,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",25.62,0.14,"LL6",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,NA,0.14,1,"0-10cm"
"Smeaton et al 2022a","CS LL13","Loch Laich",NA,"Saltmarsh",56.567,-5.372,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",22.03,0.21,"LL13",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03,NA,0.21,1,"0-10cm"
"Smeaton et al 2022a","CS LL14","Loch Laich",NA,"Saltmarsh",56.567,-5.371,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",25.69,0.19,"LL14",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.69,NA,0.19,1,"0-10cm"
"Smeaton et al 2022a","CS LL15","Loch Laich",NA,"Saltmarsh",56.567,-5.37,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",31.71,0.22,"LL15",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.71,NA,0.22,1,"0-10cm"
"Smeaton et al 2022a","CS LL16","Loch Laich",NA,"Saltmarsh",56.567,-5.369,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",23.57,0.23,"LL16",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.57,NA,0.23,1,"0-10cm"
"Smeaton et al 2022a","CS LL17","Loch Laich",NA,"Saltmarsh",56.568,-5.371,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",19.49,0.32,"LL17",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.49,NA,0.32,1,"0-10cm"
"Smeaton et al 2022a","CS LL18","Loch Laich",NA,"Saltmarsh",56.568,-5.372,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",18.45,0.28,"LL18",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.45,NA,0.28,1,"0-10cm"
"Smeaton et al 2022a","CS LL23","Loch Laich",NA,"Saltmarsh",56.565,-5.369,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",18.76,0.15,"LL23",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.76,NA,0.15,1,"0-10cm"
"Smeaton et al 2022a","CS LL19","Loch Laich",NA,"Saltmarsh",56.568,-5.373,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.79,0.21,"LL19",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.79,NA,0.21,1,"0-10cm"
"Smeaton et al 2022a","CS 1","Malltraeth",NA,"Saltmarsh",53.17277033,-4.39187077,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.32,0.840738241,"Malltraeth 1",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,NA,0.840738241,1,"0-10cm"
"Smeaton et al 2022a","CS 2","Malltraeth",NA,"Saltmarsh",53.17209989,-4.39156417,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",7.12,0.394362897,"Malltraeth 2",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,NA,0.394362897,1,"0-10cm"
"Smeaton et al 2022a","CS 3","Malltraeth",NA,"Saltmarsh",53.1711693,-4.39123419,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.21,0.418002362,"Malltraeth 3",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.21,NA,0.418002362,1,"0-10cm"
"Smeaton et al 2022a","CS 5","Malltraeth",NA,"Saltmarsh",53.16848754,-4.39020069,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",6.13,0.228436721,"Malltraeth 5",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13,NA,0.228436721,1,"0-10cm"
"Smeaton et al 2022a","CS 8","Malltraeth",NA,"Saltmarsh",53.17315571,-4.3951614,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",0.77,0.471477045,"Malltraeth 8",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,0.471477045,1,"0-10cm"
"Smeaton et al 2022a","CS 9","Malltraeth",NA,"Saltmarsh",53.17183379,-4.39514477,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.78,1.256959676,"Malltraeth 9",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,NA,1.256959676,1,"0-10cm"
"Smeaton et al 2022a","CS 10","Malltraeth",NA,"Saltmarsh",53.16988696,-4.3953258,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.96,0.478038356,"Malltraeth 10",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,NA,0.478038356,1,"0-10cm"
"Smeaton et al 2022a","CS 11","Malltraeth",NA,"Saltmarsh",53.1691648,-4.39534845,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.6,0.178092721,"Malltraeth 11",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0.178092721,1,"0-10cm"
"Smeaton et al 2022a","CS 12","Malltraeth",NA,"Saltmarsh",53.16792421,-4.39537544,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.2,0.134038206,"Malltraeth 12",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,0.134038206,1,"0-10cm"
"Smeaton et al 2022a","CS 13","Malltraeth",NA,"Saltmarsh",53.16696807,-4.39544149,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",13.5,0.235213618,"Malltraeth 13",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,0.235213618,1,"0-10cm"
"Smeaton et al 2022a","CS 14","Malltraeth",NA,"Saltmarsh",53.16607655,-4.39553093,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",19.21,0.14742328,"Malltraeth 14",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.21,NA,0.14742328,1,"0-10cm"
"Smeaton et al 2022a","CS 15","Malltraeth",NA,"Saltmarsh",53.17050886,-4.3975955,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.94,0.64736704,"Malltraeth 15",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,0.64736704,1,"0-10cm"
"Smeaton et al 2022a","CS 16","Malltraeth",NA,"Saltmarsh",53.17023513,-4.39663337,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.43,0.386180005,"Malltraeth 16",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,NA,0.386180005,1,"0-10cm"
"Smeaton et al 2022a","CS 17","Malltraeth",NA,"Saltmarsh",53.16904702,-4.39240609,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.93,0.304023021,"Malltraeth 17",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93,NA,0.304023021,1,"0-10cm"
"Smeaton et al 2022a","CS 18","Malltraeth",NA,"Saltmarsh",53.16773928,-4.38752309,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",16.14,0.239431603,"Malltraeth 18",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.14,NA,0.239431603,1,"0-10cm"
"Smeaton et al 2022a","CS 19","Malltraeth",NA,"Saltmarsh",53.16708771,-4.38523582,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.19,0.077498453,"Malltraeth 19",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,NA,0.077498453,1,"0-10cm"
"Smeaton et al 2022a","CS NT-01","Newton",NA,"Saltmarsh",50.715828,-1.3933966,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",16.4,0.156092095,"NT-01",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,0.156092095,1,"0-10cm"
"Smeaton et al 2022a","CS NT-02","Newton",NA,"Saltmarsh",50.715863,-1.3933395,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.81,0.196453788,"NT-02",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81,NA,0.196453788,1,"0-10cm"
"Smeaton et al 2022a","CS NT-03","Newton",NA,"Saltmarsh",50.715943,-1.3931968,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.56,0.137375473,"NT-03",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56,NA,0.137375473,1,"0-10cm"
"Smeaton et al 2022a","CS NT-04","Newton",NA,"Saltmarsh",50.716015,-1.3930684,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.33,0.250432071,"NT-04",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33,NA,0.250432071,1,"0-10cm"
"Smeaton et al 2022a","CS NT-05","Newton",NA,"Saltmarsh",50.716113,-1.3928972,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.11,0.218721333,"NT-05",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11,NA,0.218721333,1,"0-10cm"
"Smeaton et al 2022a","CS NT-06","Newton",NA,"Saltmarsh",50.71622,-1.3927117,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",10.02,0.146436695,"NT-06",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02,NA,0.146436695,1,"0-10cm"
"Smeaton et al 2022a","CS NT-07","Newton",NA,"Saltmarsh",50.7163,-1.3925832,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",6.88,0.17031701,"NT-07",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,NA,0.17031701,1,"0-10cm"
"Smeaton et al 2022a","CS NT-08","Newton",NA,"Saltmarsh",50.716256,-1.3944535,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",21.67,0.098937786,"NT-08",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,0.098937786,1,"0-10cm"
"Smeaton et al 2022a","CS NT-09","Newton",NA,"Saltmarsh",50.716309,-1.394382,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",31.63,0.088171838,"NT-09",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.63,NA,0.088171838,1,"0-10cm"
"Smeaton et al 2022a","CS NT-10","Newton",NA,"Saltmarsh",50.716363,-1.3943671,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",34.61,0.184435822,"NT-10",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.61,NA,0.184435822,1,"0-10cm"
"Smeaton et al 2022a","CS NT-11","Newton",NA,"Saltmarsh",50.716417,-1.3943239,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",17.11,0.20328684,"NT-11",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.11,NA,0.20328684,1,"0-10cm"
"Smeaton et al 2022a","CS NT-12","Newton",NA,"Saltmarsh",50.716506,-1.3942378,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",32.22,0.090428302,"NT-12",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.22,NA,0.090428302,1,"0-10cm"
"Smeaton et al 2022a","CS NT-13","Newton",NA,"Saltmarsh",50.71656,-1.3941946,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",26.64,0.20328684,"NT-13",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.64,NA,0.20328684,1,"0-10cm"
"Smeaton et al 2022a","CS NT-14","Newton",NA,"Saltmarsh",50.716703,-1.3940511,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",21.65,0.168088841,"NT-14",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.65,NA,0.168088841,1,"0-10cm"
"Smeaton et al 2022a","CS NT-15","Newton",NA,"Saltmarsh",50.716317,-1.3942119,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",32.72,0.079577472,"NT-15",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.72,NA,0.079577472,1,"0-10cm"
"Smeaton et al 2022a","CS NT-16","Newton",NA,"Saltmarsh",50.716298,-1.3939855,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",16.39,0.132077382,"NT-16",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39,NA,0.132077382,1,"0-10cm"
"Smeaton et al 2022a","CS NT-17","Newton",NA,"Saltmarsh",50.716279,-1.3938158,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",26.79,0.168449592,"NT-17",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.79,NA,0.168449592,1,"0-10cm"
"Smeaton et al 2022a","CS NT-18","Newton",NA,"Saltmarsh",50.716251,-1.3935753,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",17.77,0.153517321,"NT-18",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,NA,0.153517321,1,"0-10cm"
"Smeaton et al 2022a","CS NT-19","Newton",NA,"Saltmarsh",50.716223,-1.3933491,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.8,0.203279767,"NT-19",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,0.203279767,1,"0-10cm"
"Smeaton et al 2022a","CS NT-20","Newton",NA,"Saltmarsh",50.716194,-1.392882,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.4,0.268688912,"NT-20",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,0.268688912,1,"0-10cm"
"Smeaton et al 2022a","CS Or-01","Orplands",NA,"Saltmarsh",51.71850221,0.86021376,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.96,0.282608696,"Or-01",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,NA,0.282608696,1,"0-10cm"
"Smeaton et al 2022a","CS Or-02","Orplands",NA,"Saltmarsh",51.71831394,0.85954362,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.01,0.5,"Or-02",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA,0.5,1,"0-10cm"
"Smeaton et al 2022a","CS Or-03","Orplands",NA,"Saltmarsh",51.71810827,0.85879399,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.78,0.25,"Or-03",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,NA,0.25,1,"0-10cm"
"Smeaton et al 2022a","CS Or-04","Orplands",NA,"Saltmarsh",51.71776677,0.85788504,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.26,0.489130435,"Or-04",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,NA,0.489130435,1,"0-10cm"
"Smeaton et al 2022a","CS Or-05","Orplands",NA,"Saltmarsh",51.71747341,0.85720965,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",7.6,0.222826087,"Or-05",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,0.222826087,1,"0-10cm"
"Smeaton et al 2022a","CS Or-06","Orplands",NA,"Saltmarsh",51.7172097,0.85620336,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",4.71,0.293478261,"Or-06",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,NA,0.293478261,1,"0-10cm"
"Smeaton et al 2022a","CS Or-07","Orplands",NA,"Saltmarsh",51.717618,0.857084,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",4.74,0.407608696,"Or-07",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,NA,0.407608696,1,"0-10cm"
"Smeaton et al 2022a","CS Or-08","Orplands",NA,"Saltmarsh",51.717241,0.857563,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.89,0.358695652,"Or-08",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,0.358695652,1,"0-10cm"
"Smeaton et al 2022a","CS Or-09","Orplands",NA,"Saltmarsh",51.718184,0.858738,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.52,0.347826087,"Or-09",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,NA,0.347826087,1,"0-10cm"
"Smeaton et al 2022a","CS Or-10","Orplands",NA,"Saltmarsh",51.717995,0.858869,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",13.4,0.22826087,"Or-10",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,0.22826087,1,"0-10cm"
"Smeaton et al 2022a","CS 2","Rhymney Wharf",NA,"Saltmarsh",51.50239966,-3.08335845,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.44,0.412031569,"Rhymney Wharf 2",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,NA,0.412031569,1,"0-10cm"
"Smeaton et al 2022a","CS 3","Rhymney Wharf",NA,"Saltmarsh",51.50200484,-3.0830864,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",10.64,0.296393154,"Rhymney Wharf 3",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64,NA,0.296393154,1,"0-10cm"
"Smeaton et al 2022a","CS 4","Rhymney Wharf",NA,"Saltmarsh",51.50170199,-3.08285531,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.97,0.308006674,"Rhymney Wharf 4",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,NA,0.308006674,1,"0-10cm"
"Smeaton et al 2022a","CS 5","Rhymney Wharf",NA,"Saltmarsh",51.50111933,-3.08239495,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.24,0.568603191,"Rhymney Wharf 5",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,NA,0.568603191,1,"0-10cm"
"Smeaton et al 2022a","CS 6","Rhymney Wharf",NA,"Saltmarsh",51.50057402,-3.08191237,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.2,0.438445532,"Rhymney Wharf 6",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0.438445532,1,"0-10cm"
"Smeaton et al 2022a","CS 7","Rhymney Wharf",NA,"Saltmarsh",51.50344484,-3.08011216,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.61,0.368961251,"Rhymney Wharf 7",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.61,NA,0.368961251,1,"0-10cm"
"Smeaton et al 2022a","CS 8","Rhymney Wharf",NA,"Saltmarsh",51.50335079,-3.07998273,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",9.04,0.35087078,"Rhymney Wharf 8",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,NA,0.35087078,1,"0-10cm"
"Smeaton et al 2022a","CS 9","Rhymney Wharf",NA,"Saltmarsh",51.50295079,-3.07940815,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.88,0.440863843,"Rhymney Wharf 9",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,NA,0.440863843,1,"0-10cm"
"Smeaton et al 2022a","CS 10","Rhymney Wharf",NA,"Saltmarsh",51.50241763,-3.0787951,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.65,0.510685563,"Rhymney Wharf 10",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,0.510685563,1,"0-10cm"
"Smeaton et al 2022a","CS 11","Rhymney Wharf",NA,"Saltmarsh",51.50209698,-3.07815961,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.97,0.612610839,"Rhymney Wharf 11",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,NA,0.612610839,1,"0-10cm"
"Smeaton et al 2022a","CS 12","Rhymney Wharf",NA,"Saltmarsh",51.50236798,-3.08385067,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",13.99,0.375785014,"Rhymney Wharf 12",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.99,NA,0.375785014,1,"0-10cm"
