"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","Horizon_mid_depth_cm","Horizon_bin_cm"
"Smeaton et al 2022a","CS 13","Rhymney Wharf",NA,"Saltmarsh",51.50235183,-3.08206815,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.23,0.352154922,"Rhymney Wharf 13",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,0.352154922,1,"0-10cm"
"Smeaton et al 2022a","CS 14","Rhymney Wharf",NA,"Saltmarsh",51.50240477,-3.0807158,"direct from dataset",1,"UK",2019,NA,0.04,0.06,"EA","Core-level",3.54,0.808353486,"Rhymney Wharf 14",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,NA,0.808353486,5,"0-10cm"
"Smeaton et al 2022a","CS 15","Rhymney Wharf",NA,"Saltmarsh",51.50240605,-3.07952172,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.82,0.602422061,"Rhymney Wharf 15",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,NA,0.602422061,1,"0-10cm"
"Smeaton et al 2022a","CS 16","Rhymney Wharf",NA,"Saltmarsh",51.50242521,-3.07769725,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.462622536,0.629614007,"Rhymney Wharf 16",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.462622536,NA,0.629614007,1,"0-10cm"
"Smeaton et al 2022a","CS 1","Shell Island",NA,"Saltmarsh",52.8226602,-4.13535969,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",0.19,0.735804136,"Shell Island 1",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.735804136,1,"0-10cm"
"Smeaton et al 2022a","CS 2","Shell Island",NA,"Saltmarsh",52.82224801,-4.13519381,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",0.24,0.724556174,"Shell Island 2",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,0.724556174,1,"0-10cm"
"Smeaton et al 2022a","CS 3","Shell Island",NA,"Saltmarsh",52.82115308,-4.13537201,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.4,0.492098307,"Shell Island 3",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,0.492098307,1,"0-10cm"
"Smeaton et al 2022a","CS 4","Shell Island",NA,"Saltmarsh",52.81959374,-4.13536486,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.58,0.778921321,"Shell Island 4",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,NA,0.778921321,1,"0-10cm"
"Smeaton et al 2022a","CS 5","Shell Island",NA,"Saltmarsh",52.81678436,-4.1346862,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.78,0.566156759,"Shell Island 5",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,NA,0.566156759,1,"0-10cm"
"Smeaton et al 2022a","CS 6","Shell Island",NA,"Saltmarsh",52.81598493,-4.13455363,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.11,0.188956377,"Shell Island 6",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,NA,0.188956377,1,"0-10cm"
"Smeaton et al 2022a","CS 7","Shell Island",NA,"Saltmarsh",52.81541743,-4.13450361,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.48,0.266201751,"Shell Island 7",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,NA,0.266201751,1,"0-10cm"
"Smeaton et al 2022a","CS 9","Shell Island",NA,"Saltmarsh",52.82282318,-4.13432742,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.86,0.804154247,"Shell Island 9",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,0.804154247,1,"0-10cm"
"Smeaton et al 2022a","CS 10","Shell Island",NA,"Saltmarsh",52.82230855,-4.1340045,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.31,0.656131076,"Shell Island 10",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,NA,0.656131076,1,"0-10cm"
"Smeaton et al 2022a","CS 11","Shell Island",NA,"Saltmarsh",52.82170493,-4.13360196,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",4.27,NA,"Shell Island 11",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,NA,NA,1,"0-10cm"
"Smeaton et al 2022a","CS 12","Shell Island",NA,"Saltmarsh",52.81939863,-4.13207346,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.05,0.639071668,"Shell Island 12",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,0.639071668,1,"0-10cm"
"Smeaton et al 2022a","CS 13","Shell Island",NA,"Saltmarsh",52.81886219,-4.13163885,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",7.24,0.492351386,"Shell Island 13",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,NA,0.492351386,1,"0-10cm"
"Smeaton et al 2022a","CS 14","Shell Island",NA,"Saltmarsh",52.81843566,-4.13134162,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",7.63,0.263399134,"Shell Island 14",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,NA,0.263399134,1,"0-10cm"
"Smeaton et al 2022a","CS 15","Shell Island",NA,"Saltmarsh",52.82323441,-4.12803217,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",0.49,1.080985321,"Shell Island 15",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,1.080985321,1,"0-10cm"
"Smeaton et al 2022a","CS 16","Shell Island",NA,"Saltmarsh",52.82146049,-4.13090825,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.06,0.394615976,"Shell Island 16",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,0.394615976,1,"0-10cm"
"Smeaton et al 2022a","CS 17","Shell Island",NA,"Saltmarsh",52.82050147,-4.13282163,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.72,0.641133794,"Shell Island 17",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72,NA,0.641133794,1,"0-10cm"
"Smeaton et al 2022a","CS 18","Shell Island",NA,"Saltmarsh",52.81703779,-4.13681535,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",6.65,0.481787676,"Shell Island 18",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,0.481787676,1,"0-10cm"
"Smeaton et al 2022a","CS 19","Shell Island",NA,"Saltmarsh",52.81385278,-4.14027874,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.82,0.394615976,"Shell Island 19",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,NA,0.394615976,1,"0-10cm"
"Smeaton et al 2022a","CS 20","Shell Island",NA,"Saltmarsh",52.81269661,-4.14105566,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.77,0.504283599,"Shell Island 20",NA,NA,NA,NA,"Smeaton et al 2022a","Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,NA,0.504283599,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-14","Skinflats",NA,"Saltmarsh",56.05810869,-3.73468363,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",8.25,0.301,"RSPB-SF-18-14",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,0.301,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-15","Skinflats",NA,"Saltmarsh",56.05843488,-3.73269666,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",9.8,0.204,"RSPB-SF-18-15",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,0.204,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-16","Skinflats",NA,"Saltmarsh",56.05755546,-3.7332335,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",12.55,0.952,"RSPB-SF-18-16",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,0.952,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-1","Skinflats",NA,"Saltmarsh",56.05550128,-3.7330708,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.7,1.438,"RSPB-SF-18-1",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,1.438,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-2","Skinflats",NA,"Saltmarsh",56.05545213,-3.73329188,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.86,1.303,"RSPB-SF-18-2",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,1.303,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-3","Skinflats",NA,"Saltmarsh",56.0553849,-3.73355769,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",0.44,0.975,"RSPB-SF-18-3",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,0.975,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-4","Skinflats",NA,"Saltmarsh",56.05547254,-3.73381711,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.54,1.283,"RSPB-SF-18-4",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,NA,1.283,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-5","Skinflats",NA,"Saltmarsh",56.05551434,-3.73434093,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.75,1.094,"RSPB-SF-18-5",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,1.094,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-6","Skinflats",NA,"Saltmarsh",56.05551936,-3.73458955,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",0.89,1.485,"RSPB-SF-18-6",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,1.485,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-7","Skinflats",NA,"Saltmarsh",56.05535148,-3.73480622,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.04,1.053,"RSPB-SF-18-7",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,1.053,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-8","Skinflats",NA,"Saltmarsh",56.0556062,-3.73495794,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.86,1.187,"RSPB-SF-18-8",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,1.187,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-9","Skinflats",NA,"Saltmarsh",56.05569557,-3.73531064,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.04,1.241,"RSPB-SF-18-9",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,1.241,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-10","Skinflats",NA,"Saltmarsh",56.05599517,-3.73523091,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",0.3,0.677,"RSPB-SF-18-10",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.677,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-11","Skinflats",NA,"Saltmarsh",56.05663079,-3.73497932,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.24,1.174,"RSPB-SF-18-11",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,1.174,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-12","Skinflats",NA,"Saltmarsh",56.05685998,-3.73508045,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.1,1.279,"RSPB-SF-18-12",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,1.279,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-13","Skinflats",NA,"Saltmarsh",56.0578297,-3.73492004,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",3.58,1.549,"RSPB-SF-18-13",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,NA,1.549,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-17","Skinflats",NA,"Saltmarsh",56.05392582,-3.7322438,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.13,1.21,"RSPB-SF-18-17",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,NA,1.21,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-18","Skinflats",NA,"Saltmarsh",56.05360143,-3.73327792,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",0.49,1.117,"RSPB-SF-18-18",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,1.117,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-19","Skinflats",NA,"Saltmarsh",56.0539654,-3.73427701,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.7,1.11,"RSPB-SF-18-19",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,1.11,1,"0-10cm"
"Smeaton et al 2022a","CS RSPB-SF-18-20","Skinflats",NA,"Saltmarsh",56.05421227,-3.73430867,"direct from dataset",1,"UK",2018,NA,0,0.02,"EA","Core-level",1.86,1.29,"RSPB-SF-18-20",NA,NA,NA,NA,"Smeaton et al 2022a","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,1.29,1,"0-10cm"
"Smeaton et al 2022a","CS SM-01","Stiffkey",NA,"Saltmarsh",52.957207,0.92088193,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.467,0.227068126,"SM-01",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.467,NA,0.227068126,1,"0-10cm"
"Smeaton et al 2022a","CS SM-02","Stiffkey",NA,"Saltmarsh",52.957692,0.92088489,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",9.447,0.189465118,"SM-02",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.447,NA,0.189465118,1,"0-10cm"
"Smeaton et al 2022a","CS SM-03","Stiffkey",NA,"Saltmarsh",52.959064,0.92103698,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",6.807,0.373625071,"SM-03",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.807,NA,0.373625071,1,"0-10cm"
"Smeaton et al 2022a","CS SM-04","Stiffkey",NA,"Saltmarsh",52.959882,0.9214049,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.317,0.26456503,"SM-04",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.317,NA,0.26456503,1,"0-10cm"
"Smeaton et al 2022a","CS SM-05","Stiffkey",NA,"Saltmarsh",52.961207,0.92165807,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",5.431,0.343555397,"SM-05",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.431,NA,0.343555397,1,"0-10cm"
"Smeaton et al 2022a","CS SM-06","Stiffkey",NA,"Saltmarsh",52.963323,0.92266459,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.006,0.246499176,"SM-06",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.006,NA,0.246499176,1,"0-10cm"
"Smeaton et al 2022a","CS SM-07","Stiffkey",NA,"Saltmarsh",52.96482,0.92248266,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.239,0.173174725,"SM-07",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.239,NA,0.173174725,1,"0-10cm"
"Smeaton et al 2022a","CS SM-08","Stiffkey",NA,"Saltmarsh",52.965224,0.92286739,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",4.519,0.294528601,"SM-08",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.519,NA,0.294528601,1,"0-10cm"
"Smeaton et al 2022a","CS SM-09","Stiffkey",NA,"Saltmarsh",52.957232,0.91802457,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.351,0.224811662,"SM-09",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.351,NA,0.224811662,1,"0-10cm"
"Smeaton et al 2022a","CS SM-10","Stiffkey",NA,"Saltmarsh",52.957771,0.91911819,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.417,0.258715202,"SM-10",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.417,NA,0.258715202,1,"0-10cm"
"Smeaton et al 2022a","CS SM-11","Stiffkey",NA,"Saltmarsh",52.959913,0.92234517,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",37.493,0.145071499,"SM-11",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.493,NA,0.145071499,1,"0-10cm"
"Smeaton et al 2022a","CS SM-12","Stiffkey",NA,"Saltmarsh",52.961053,0.92425385,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",9.344,0.219287217,"SM-12",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.344,NA,0.219287217,1,"0-10cm"
"Smeaton et al 2022a","CS SM-13","Stiffkey",NA,"Saltmarsh",52.962166,0.92653311,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",12.868,0.337762157,"SM-13",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.868,NA,0.337762157,1,"0-10cm"
"Smeaton et al 2022a","CS SM-14","Stiffkey",NA,"Saltmarsh",52.963234,0.92843714,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.911,0.634193544,"SM-14",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.911,NA,0.634193544,1,"0-10cm"
"Smeaton et al 2022a","CS SM-16","Stiffkey",NA,"Saltmarsh",52.963763,0.92853244,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.296,0.633776204,"SM-16",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,NA,0.633776204,1,"0-10cm"
"Smeaton et al 2022a","CS SM-17","Stiffkey",NA,"Saltmarsh",52.961871,0.92830027,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",8.734,0.346073582,"SM-17",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.734,NA,0.346073582,1,"0-10cm"
"Smeaton et al 2022a","CS SM-18","Stiffkey",NA,"Saltmarsh",52.960409,0.92815672,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",9.738,0.244002212,"SM-18",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.738,NA,0.244002212,1,"0-10cm"
"Smeaton et al 2022a","CS SM-19","Stiffkey",NA,"Saltmarsh",52.959222,0.92776379,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",14.968,0.153566836,"SM-19",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.968,NA,0.153566836,1,"0-10cm"
"Smeaton et al 2022a","CS SM-20","Stiffkey",NA,"Saltmarsh",52.958321,0.92822405,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",11.534,0.170104803,"SM-20",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.534,NA,0.170104803,1,"0-10cm"
"Smeaton et al 2022a","CS SM-21","Stiffkey",NA,"Saltmarsh",52.957448,0.92823951,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",13.203,0.146358886,"SM-21",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.203,NA,0.146358886,1,"0-10cm"
"Smeaton et al 2022a","CS 1","Sunderland",NA,"Saltmarsh",54.00332254,-2.88850027,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.06,0.674240294,"Sunderland 1",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA,0.674240294,1,"0-10cm"
"Smeaton et al 2022a","CS 2","Sunderland",NA,"Saltmarsh",54.00315666,-2.88938751,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.77,0.645576739,"Sunderland 2",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,0.645576739,1,"0-10cm"
"Smeaton et al 2022a","CS 3","Sunderland",NA,"Saltmarsh",54.00302639,-2.89150583,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",3.71,0.706709409,"Sunderland 3",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,NA,0.706709409,1,"0-10cm"
"Smeaton et al 2022a","CS 4","Sunderland",NA,"Saltmarsh",54.00305506,-2.89300301,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.96,0.723318898,"Sunderland 4",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,0.723318898,1,"0-10cm"
"Smeaton et al 2022a","CS 5","Sunderland",NA,"Saltmarsh",54.00307552,-2.8943005,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.51,0.815561554,"Sunderland 5",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,0.815561554,1,"0-10cm"
"Smeaton et al 2022a","CS 6","Sunderland",NA,"Saltmarsh",54.00311722,-2.89582224,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",1.28,0.699923139,"Sunderland 6",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,0.699923139,1,"0-10cm"
"Smeaton et al 2022a","CS 7","Sunderland",NA,"Saltmarsh",53.99985981,-2.88578637,"direct from dataset",1,"UK",2019,NA,0,0.02,"EA","Core-level",2.13,0.837766905,"Sunderland 7",NA,NA,NA,NA,"Smeaton et al 2022a","England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,NA,0.837766905,1,"0-10cm"
